Kategoria,Nazwa,Cena obecna,Obnizka,#Indeks,Obraz,Rozmiary,Opis,Podsumowanie,Kolor,Aktywny,Regula podatkowa,Cana regularna przed obnizka,Wyprzedaz,Wyprzedaz od,Wyprzedaz do,Producent,Ilosc,Minimalna ilosc,Mala ilosc w magazynie,Powiadom gdy w magazynie mało,Utworzono,Magazyn,Dostepne,Pokaż cene,Tekst alternatywny,Tekst gdy na stanie,Pokaz cene
BOUTIQUE ŚLUBNY ,Szpilki beżowe,440,,   D03177-1451-001,"https://baldowski.b-cdn.net/9097-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/9099-new_cart_photo/szpilki-bezowe.jpg","37,39",Buty beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki srebrne,480,,   D03157-1451-003,"https://baldowski.b-cdn.net/9089-new_cart_photo/szpilki-srebrne.jpg,https://baldowski.b-cdn.net/9091-new_cart_photo/szpilki-srebrne.jpg",37,Szpilki srebrne na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki srebrne,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki różowe,440,100.0,   D03191-1451-001,"https://baldowski.b-cdn.net/10087-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/10089-new_cart_photo/szpilki-rozowe.jpg","36,37,40,41",Różowe szpilki na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., różowy,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki białe,440,,   D03207-1451-001,"https://baldowski.b-cdn.net/8661-new_cart_photo/szpilki-biale.jpg,https://baldowski.b-cdn.net/8663-new_cart_photo/szpilki-biale.jpg","36,37,39,40",Szpilki białe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki białe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki białe,440,,   D03208-1451-001,"https://baldowski.b-cdn.net/8653-new_cart_photo/szpilki-białe.jpg,https://baldowski.b-cdn.net/8655-new_cart_photo/szpilki-białe.jpg","36,37,38,40",Szpilki białe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki białe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki beżowe,440,,   D03207-1451-004,"https://baldowski.b-cdn.net/9121-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/9123-new_cart_photo/szpilki-bezowe.jpg","37,38,39,40,41",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki różowe,320,100.0,   D00580-1451-155,"https://baldowski.b-cdn.net/3758-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/3760-new_cart_photo/szpilki-rozowe.jpg",40,Różowe szpilki na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., różowy,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki ślubne białe,420,,   D00580-1451-145,"https://baldowski.b-cdn.net/8319-new_cart_photo/szpilki-slubne-biale.jpg,https://baldowski.b-cdn.net/8320-new_cart_photo/szpilki-slubne-biale.jpg","38,40,41",Białe buty ślubne na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki ślubne białe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki ślubne białe,420,,   D00580-1451-161,"https://baldowski.b-cdn.net/3839-new_cart_photo/szpilki-slubne-biale.jpg,https://baldowski.b-cdn.net/3840-new_cart_photo/szpilki-slubne-biale.jpg","35,39,40",Białe buty ślubne na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki ślubne białe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki ślubne beżowe,420,,   D00580-1451-142,"https://baldowski.b-cdn.net/5298-new_cart_photo/szpilki-slubne-bezowe.jpg,https://baldowski.b-cdn.net/5299-new_cart_photo/szpilki-slubne-bezowe.jpg","38,39,41",Beżowe buty ślubne na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy (nappa 600),1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki ślubne beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki srebrne,420,,   D00580-1451-163,"https://baldowski.b-cdn.net/6550-new_cart_photo/szpilki-srebrne.jpg,https://baldowski.b-cdn.net/6549-new_cart_photo/szpilki-srebrne.jpg","38,39,40",Szpilki srebrne na 10- centymetrowym obcasie.,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki srebrne,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki złote,420,,   D00580-1451-162,"https://baldowski.b-cdn.net/3762-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/3763-new_cart_photo/szpilki-slubne-zlote.jpg","36,39,40,41",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki złote,540,,   D00580-1451-252,"https://baldowski.b-cdn.net/8677-new_cart_photo/szpilki-złote.jpg,https://baldowski.b-cdn.net/8679-new_cart_photo/szpilki-złote.jpg","36,37,38,41",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki złote,490,,   D00580-1451-132,"https://baldowski.b-cdn.net/8375-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/8376-new_cart_photo/szpilki-slubne-zlote.jpg","37,40,41",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki złote z ozdobnym spodem,610,,   D00580-1451-S04,"https://baldowski.b-cdn.net/10419-new_cart_photo/szpilki-zlote-z-ozdobnym-spodem.jpg,https://baldowski.b-cdn.net/10421-new_cart_photo/szpilki-zlote-z-ozdobnym-spodem.jpg","35,36,37,38,39,40,41",Szpilki złote na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote z ozdobnym spodem,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki złote,490,,   D00580-1451-254,"https://baldowski.b-cdn.net/8532-new_cart_photo/szpilki-złote.jpg,https://baldowski.b-cdn.net/8534-new_cart_photo/szpilki-złote.jpg","37,38,39",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki beżowe,420,,   D00580-1451-262,"https://baldowski.b-cdn.net/8544-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/8546-new_cart_photo/szpilki-bezowe.jpg","36,39,40",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki różowe,450,,   D02728-1451-013,"https://baldowski.b-cdn.net/8790-new_cart_photo/szpilki-różowe.jpg,https://baldowski.b-cdn.net/8792-new_cart_photo/szpilki-różowe.jpg","36,37,39,40",Szpilki różowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki złote,520,,   D02728-1451-011,"https://baldowski.b-cdn.net/8465-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/8466-new_cart_photo/szpilki-slubne-zlote.jpg","36,38,39,40",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki nude,520,,   D02728-1451-010,"https://baldowski.b-cdn.net/8597-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/8599-new_cart_photo/szpilki-nude.jpg","36,37,39,40",Szpilki nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki nude,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki beżowe,560,,   D03154-1451-003,"https://baldowski.b-cdn.net/10206-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/10208-new_cart_photo/szpilki-bezowe.jpg","36,39,41",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki różowe,450,,   D03166-1451-001,"https://baldowski.b-cdn.net/9771-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/9773-new_cart_photo/szpilki-rozowe.jpg",36,Różowe szpilki na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., różowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BOTKI,Botki białe,770,,   D03280-0046-007,"https://baldowski.b-cdn.net/11020-new_cart_photo/botki-biale.jpg,https://baldowski.b-cdn.net/11019-new_cart_photo/botki-biale.jpg","35,36,37,38,39,40,41",Botki białe na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki białe,Dostępne,1
BOTKI,Botki czarne,770,,   D03280-0046-001,"https://baldowski.b-cdn.net/11010-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/11009-new_cart_photo/botki-czarne.jpg","36,37,38,39,40,41",Czarne botki na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,850,,   D02163-4048-003,"https://baldowski.b-cdn.net/10725-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10727-new_cart_photo/botki-czarne.jpg","35,36,37,38,39,40,41",Czarne buty na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki  camel,600,100.0,   D02345-4330-027/P2/D02345-4330-038,"https://baldowski.b-cdn.net/6043-new_cart_photo/botki-camel.jpg,https://baldowski.b-cdn.net/6042-new_cart_photo/botki-camel.jpg","35,36,37,38,39,40,41","Botki w kolorze rudym na 7,5-centymetrowym obcasie ręcznie malowanym.",Wykonane ze skóry naturalnej zamszowej., camel,1,1,700.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki  camel,Dostępne,1
BOTKI,Botki czarne,700,,   D02345-4330-037/Z,"https://baldowski.b-cdn.net/10743-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10745-new_cart_photo/botki-czarne.jpg","35,36,37,38,39,41","Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki grafitowe,470,100.0,   D02315-4330-006,"https://baldowski.b-cdn.net/5871-new_cart_photo/botki-grafitowe.jpg,https://baldowski.b-cdn.net/5428-new_cart_photo/botki-grafitowe.jpg","36,37,40,41","Botki grafitowe na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., grafitowy,1,1,570.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki grafitowe,Dostępne,1
BOTKI,Botki czarne,470,100.0,   D02315-4330-005,"https://baldowski.b-cdn.net/5523-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/5524-new_cart_photo/botki-czarne.jpg","35,36,39,41","Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,570.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,600,,   D02680-4330-001,"https://baldowski.b-cdn.net/7964-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/7966-new_cart_photo/botki-czarne.jpg","37,38,39,40","Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,470,150.0,   D02630-4619-005,"https://baldowski.b-cdn.net/7817-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/7819-new_cart_photo/botki-czarne.jpg",40,"Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,620.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,620,,   D02704-4619-001,"https://baldowski.b-cdn.net/8305-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/8306-new_cart_photo/botki-czarne.jpg","36,37,38","Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,630,,   D03218,"https://baldowski.b-cdn.net/10782-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10784-new_cart_photo/botki-czarne.jpg","35,36,40",Botki czarne na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,640,,   D02380-4330-001,"https://baldowski.b-cdn.net/10762-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10763-new_cart_photo/botki-czarne.jpg","36,37,38,40,41","Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,630,,   D03311-4619-001,"https://baldowski.b-cdn.net/10832-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10833-new_cart_photo/botki-czarne.jpg","35,36,37,39,40,41","Czarne botki na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,600,,   D02161-1438-001/P,"https://baldowski.b-cdn.net/10716-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10718-new_cart_photo/botki-czarne.jpg","35,36,37,38,39,40,41","Czarne buty na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,630,,   D03446-1438-003,"https://baldowski.b-cdn.net/10683-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10684-new_cart_photo/botki-czarne.jpg","36,37,41",Botki czarne na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki cappuccino,630,,   D03446-1438-002,"https://baldowski.b-cdn.net/10369-new_cart_photo/botki-cappuccino.jpg,https://baldowski.b-cdn.net/10371-new_cart_photo/botki-cappuccino.jpg","36,37,38,39,40,41",Botki cappuccino na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., cappuccino,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki cappuccino,Dostępne,1
BOTKI,Botki cappuccino,440,,   D03161-3436-004,"https://baldowski.b-cdn.net/8749-new_cart_photo/botki-cappuccino.jpg,https://baldowski.b-cdn.net/8750-new_cart_photo/botki-cappuccino.jpg",40,Botki cappuccino na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., cappuccino,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki cappuccino,Dostępne,1
BOTKI,Botki rude,440,,   D03161-3436-005,"https://baldowski.b-cdn.net/9133-new_cart_photo/botki-rude.jpg,https://baldowski.b-cdn.net/9135-new_cart_photo/botki-rude.jpg","36,37,39",Botki  na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki rude,Dostępne,1
BOTKI,Botki grafitowe,640,,   D02747-1451-003,"https://baldowski.b-cdn.net/7784-new_cart_photo/botki-grafitowe.jpg,https://baldowski.b-cdn.net/7786-new_cart_photo/botki-grafitowe.jpg","35,38,39,40,41",Botki grafitowe na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej zamszowej., grafitowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki grafitowe,Dostępne,1
BOTKI,Botki w kolorze rudym,570,,   D02656-1451-004,"https://baldowski.b-cdn.net/8021-new_cart_photo/botki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/8023-new_cart_photo/botki-w-kolorze-rudym.jpg","38,39,40",Buty w kolorze rudym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej.,zapinane na zamek.,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki w kolorze rudym,Dostępne,1
BOTKI,Botki czarne,700,,   D03300-3359-004/Z,"https://baldowski.b-cdn.net/10814-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10816-new_cart_photo/botki-czarne.jpg","35,36,38,39,40,41",Botki czarne na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki granatowe,700,,   D03300-3359-003/P2/D03300-3359-005,"https://baldowski.b-cdn.net/10652-new_cart_photo/botki-granatowe.jpg,https://baldowski.b-cdn.net/10654-new_cart_photo/botki-granatowe.jpg","35,36,37,38,39,41",Botki granatowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki granatowe,Dostępne,1
BOTKI,Botki czarne,700,,   D03332-3359-001,"https://baldowski.b-cdn.net/10860-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10862-new_cart_photo/botki-czarne.jpg","35,36,38,39,40",Botki czarne na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,640,,   D03328-3359-005,"https://baldowski.b-cdn.net/10582-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10583-new_cart_photo/botki-czarne.jpg","36,39,41",Botki czarne zapinane na zamek na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki zielone,640,,   D03328-3359-003,"https://baldowski.b-cdn.net/10847-new_cart_photo/botki-zielone.jpg,https://baldowski.b-cdn.net/10848-new_cart_photo/botki-zielone.jpg","36,37,39,40,41",Botki zielone zapinane na zamek na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone,Dostępne,1
BOTKI,Botki zielone,640,,   D03303-3359-004,"https://baldowski.b-cdn.net/10824-new_cart_photo/botki-zielone.jpg,https://baldowski.b-cdn.net/10825-new_cart_photo/botki-zielone.jpg","36,38,40",Botki zielone zapinane na zamek na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone,Dostępne,1
BOTKI,Botki czarne,640,,   D03303-3359-003,"https://baldowski.b-cdn.net/10573-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10575-new_cart_photo/botki-czarne.jpg","36,37,38,39,41",Botki czarne zapinane na zamek na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne,610,,   D03210-2835-004,"https://baldowski.b-cdn.net/10950-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10951-new_cart_photo/botki-czarne.jpg","38,40,41",Czarne botki na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki zielone,640,,   D03210-2835-005,"https://baldowski.b-cdn.net/10958-new_cart_photo/botki-zielone.jpg,https://baldowski.b-cdn.net/10960-new_cart_photo/botki-zielone.jpg","36,38,39,41",Botki zielone zapinane na zamek na 8-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone,Dostępne,1
BOTKI,Botki czarne,540,,   D03254-2835-005,"https://baldowski.b-cdn.net/10345-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10347-new_cart_photo/botki-czarne.jpg","36,38,40,41",Botki czarne na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki rude,540,,   D03254-2835-006,"https://baldowski.b-cdn.net/10354-new_cart_photo/botki-rude.jpg,https://baldowski.b-cdn.net/10355-new_cart_photo/botki-rude.jpg","36,37,38,40,41",Botki rude na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki rude,Dostępne,1
BOTKI,Botki czarne,540,,   D03254-2835-007,"https://baldowski.b-cdn.net/10969-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10970-new_cart_photo/botki-czarne.jpg","36,40",Czarne botki na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki beżowe,540,,   D03254-2835-003,"https://baldowski.b-cdn.net/10798-new_cart_photo/botki-beżowe.jpg,https://baldowski.b-cdn.net/10800-new_cart_photo/botki-beżowe.jpg","35,36,39,40,41",Botki beżowe na 8-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki beżowe,Dostępne,1
BOTKI,Botki beżowe,780,,   D03261-DIAN-002,"https://baldowski.b-cdn.net/10807-new_cart_photo/botki-bezowe.jpg,https://baldowski.b-cdn.net/10808-new_cart_photo/botki-bezowe.jpg","36,37,38","Botki beżowe na 2,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki beżowe,Dostępne,1
BOTKI,Botki czarne,670,,   D03350-4618-001 /Z,"https://baldowski.b-cdn.net/10869-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/10870-new_cart_photo/botki-czarne.jpg","35,36,37,38,40",Czarne botki na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
BOTKI,Botki czarne z metalowym noskiem,710,,   D03360-SKV1-001/Z,"https://baldowski.b-cdn.net/10896-new_cart_photo/botki-czarne-z-metalowym-noskiem.jpg,https://baldowski.b-cdn.net/10898-new_cart_photo/botki-czarne-z-metalowym-noskiem.jpg","36,38,40",Czarne botki na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne z metalowym noskiem,Dostępne,1
BOTKI,Botki bordowe z metalowym noskiem,710,,   D03360-SKV1-004/Z2,"https://baldowski.b-cdn.net/10912-new_cart_photo/botki-bordowe-z-metalowym-noskiem.jpg,https://baldowski.b-cdn.net/10914-new_cart_photo/botki-bordowe-z-metalowym-noskiem.jpg","35,36,37,38,39,40,41",Botki bordowe na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., bordowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki bordowe z metalowym noskiem,Dostępne,1
BOTKI,Botki zielone z metalowym noskiem,710,,   D03360-SKV1-003/Z2,"https://baldowski.b-cdn.net/10905-new_cart_photo/botki-zielone-z-metalowym-noskiem.jpg,https://baldowski.b-cdn.net/10906-new_cart_photo/botki-zielone-z-metalowym-noskiem.jpg","35,36,37,38,39,40,41",Zielone botki na 5-centymetrowym obcasie.,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki zielone z metalowym noskiem,Dostępne,1
